id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5426,Solana,SOL,solana,497,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,405970092.05132556,554756238.1407213,True,,9,,,,2023-08-12T18:35:00.000Z,24.66754379983051,236176654.94294432,-25.1562,-0.22734959,0.79519511,9.17469045,-3.61009866,64.5078379,17.68502862,10014285027.097298,0.8529,13684473802.57,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
1958,TRON,TRX,tron,808,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89489842216.51918,89489880936.1277,True,,10,71659659264.0,5539710742.997993,,2023-08-12T18:35:00.000Z,0.0773058482261163,129343502.17088044,-11.4712,-0.11230403,0.48354722,0.13369119,-5.42289082,7.66137605,11.92406352,6918088160.169327,0.5892,6918091153.42,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
3890,Polygon,MATIC,polygon,802,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-08-12T18:35:00.000Z,0.6792707516491183,154808976.9757741,-21.4883,-0.0380359,0.12131353,1.89666177,-20.42621435,5.47068913,-20.84825935,6330442759.663883,0.5392,6792707516.49,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
5994,Shiba Inu,SHIB,shiba-inu,597,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,12,,,,2023-08-12T18:35:00.000Z,1.0722596821321927e-05,659757951.7681626,95.679,-0.33805443,2.65254543,4.37837196,36.39387709,58.2214599,22.06113368,6319329353.481442,0.5382,6321925568.76,,2023-08-12T18:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-08-13 00:07:38.274629
2,Litecoin,LTC,litecoin,968,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73534089.22743528,84000000.0,False,,13,,,,2023-08-12T18:35:00.000Z,83.5730905285806,189615600.36149472,-13.9279,-0.12062262,0.68457829,0.97603302,-18.37903809,7.90059332,0.65918997,6145471095.941172,0.5234,7020139604.4,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
6636,Polkadot,DOT,polkadot-new,553,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1215016216.2706158,1344495093.5757957,True,,14,,,,2023-08-12T18:35:00.000Z,5.027527107668174,63310847.59146848,-12.5689,-0.12790642,0.98002708,1.47005144,-8.43955207,9.2867231,-6.0968526,6108526963.556938,0.5203,6759485529.08,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
4943,Dai,DAI,multi-collateral-dai,2494,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5333946097.506754,5333946097.506754,True,,15,,,,2023-08-12T18:35:00.000Z,0.9996610871690985,66733062.55275039,-20.1313,0.02674381,0.00840052,-0.04004597,-0.00473624,-0.00667209,-0.00589203,5332138354.734972,0.4542,5332138354.73,,2023-08-12T18:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-08-13 00:07:38.274629
3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1315,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,162305.31768531,162305.31768531,False,,16,,,,2023-08-12T18:35:00.000Z,29422.368376710507,79203060.28350803,-32.9258,-0.110696,0.26733721,1.33905287,-5.75363579,13.52837268,9.27071862,4775406846.436217,0.4067,4775406846.44,,2023-08-12T18:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-08-13 00:07:38.274629
11419,Toncoin,TON,toncoin,125,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,17,3414166606.0,4586221327.437807,,2023-08-12T18:35:00.000Z,1.3432916013465943,27356457.81979878,16.9696,0.20574149,5.95592565,12.99493757,-0.48932616,-11.18320804,-31.8085684,4610031818.027776,0.3927,6780342977.97,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
1831,Bitcoin Cash,BCH,bitcoin-cash,748,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19474393.75,19474393.75,False,,18,,,,2023-08-12T18:35:00.000Z,228.02318022098567,112676254.8911786,-44.589,-0.26263825,-0.16344596,0.61773475,-18.84780483,114.94497851,98.46034415,4440613195.750687,0.3782,4788486784.64,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
5805,Avalanche,AVAX,avalanche,481,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,343824279.6081162,430543729.6081162,False,,19,,,,2023-08-12T18:35:00.000Z,12.43188125709011,67595078.7340613,-18.2428,-0.12882923,0.08715242,0.6500086,-10.70772251,5.65014871,-16.93815244,4274382617.392649,0.3641,8950954505.1,,2023-08-12T18:35:00.000Z,,,,,,2023-08-13 00:07:38.274629
1975,Chainlink,LINK,chainlink,1289,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'celsius-bankruptcy-estate']",1000000000.0,538099970.4527867,1000000000.0,False,,20,,,,2023-08-12T18:35:00.000Z,7.419009567329235,111652040.00566536,-21.1817,-0.22584008,-0.16414062,3.32266422,9.6370387,41.32948604,13.39642975,3992168828.968803,0.34,7419009567.33,,2023-08-12T18:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-08-13 00:07:38.274629
1,Bitcoin,BTC,bitcoin,10386,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19455381.0,19455381.0,False,,1,,,,2023-08-12T18:46:00.000Z,29421.03336955632,6424574260.205648,-37.77,-0.03992557,0.28904907,1.30418323,-5.95004975,13.75796261,9.18965878,572397413618.432,48.7417,617841700760.68,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
1027,Ethereum,ETH,ethereum,7228,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120147264.7768211,120147264.7768211,True,,2,,,,2023-08-12T18:46:00.000Z,1848.2892823755672,2409301203.6282706,-27.3971,-0.04156723,0.29782014,0.7524732,-6.98228357,6.30172603,2.51283437,222066901793.73795,18.9134,222066901793.74,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
825,Tether USDt,USDT,tether,59314,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83410866925.61348,86684257831.22595,True,,3,,,,2023-08-12T18:46:00.000Z,0.9994184373263632,13651164687.384243,-17.3538,-0.01835107,0.05246231,0.05145339,-0.09825415,-0.04011597,-0.10040696,83362358278.83385,7.0986,86633845502.48,,2023-08-12T18:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-08-13 00:17:38.926134
1839,BNB,BNB,bnb,1565,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153853055.1455394,153853055.1455394,False,,4,,,,2023-08-12T18:46:00.000Z,240.76426734378555,291069753.47309804,-23.7613,0.02932974,0.85926978,-0.70582987,-5.44258276,1.25573846,-22.92165729,37042318100.71883,3.1549,37042318100.72,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
52,XRP,XRP,xrp,1026,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52787284454.0,99988519823.0,False,,5,,,,2023-08-12T18:46:00.000Z,0.6296335111662615,512586563.627227,-43.4773,0.00666502,-0.01950609,0.40109968,-21.76206169,22.35916538,47.83860185,33236643255.70423,2.8302,62963351116.63,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
3408,USD Coin,USDC,usd-coin,13582,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26139012960.465454,26139012960.465454,False,,6,,,,2023-08-12T18:46:00.000Z,1.0000086964830526,1757478673.4415958,-28.9427,-0.0182154,-0.00888803,-0.00646026,-0.01229702,-0.00073587,0.00635198,26139240277.948677,2.2259,26139240277.95,,2023-08-12T18:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-08-13 00:17:38.926134
74,Dogecoin,DOGE,dogecoin,765,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140562706383.70523,140562706383.70523,True,,7,,,,2023-08-12T18:46:00.000Z,0.07680711346487515,288325117.60389566,27.0638,-0.24621114,2.09684414,0.87126886,10.4520663,25.45139437,6.94271256,10796215738.143179,0.9193,10796215738.14,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
2010,Cardano,ADA,cardano,889,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35034753817.478,36061170836.355,False,,8,,,,2023-08-12T18:46:00.000Z,0.2923952616911476,113970161.30776496,-18.7267,-0.23417323,-0.58661187,-0.20761336,-14.95630224,7.04907357,-20.80634958,10243996010.74641,0.8723,13157786776.1,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
5426,Solana,SOL,solana,497,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,405970092.05132556,554756238.1407213,True,,9,,,,2023-08-12T18:46:00.000Z,24.735536106449178,238246056.3318122,-24.4615,0.17244843,1.20669235,9.56780835,-3.89535512,65.86579253,17.92991143,10041887870.07406,0.8551,13722192958.81,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
1958,TRON,TRX,tron,808,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89489842216.51918,89489880936.1277,True,,10,71659659264.0,5541720035.565397,,2023-08-12T18:46:00.000Z,0.07733388760821833,129340063.78266422,-11.7833,-0.07586788,0.56699048,0.21770927,-5.40738217,7.85718901,11.93131987,6920597400.049486,0.5893,6920600394.39,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
3890,Polygon,MATIC,polygon,802,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-08-12T18:46:00.000Z,0.6793095052400614,154737352.78548554,-21.4976,0.01216114,0.24281642,1.96483604,-20.5537748,5.61752714,-20.89837397,6330803922.556001,0.5391,6793095052.4,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
5994,Shiba Inu,SHIB,shiba-inu,597,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,12,,,,2023-08-12T18:46:00.000Z,1.0709768698847379e-05,660265869.3254886,95.3357,-0.66212526,2.5871019,5.70693967,35.56478504,58.49732386,21.94762247,6311769139.080555,0.5375,6314362248.34,,2023-08-12T18:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-08-13 00:17:38.926134
2,Litecoin,LTC,litecoin,968,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73534089.22743528,84000000.0,False,,13,,,,2023-08-12T18:46:00.000Z,83.58002432544994,189763036.63040143,-14.0413,-0.03564184,0.76646983,0.94358616,-18.60914739,8.20289669,0.79606471,6145980966.378847,0.5234,7020722043.34,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
6636,Polkadot,DOT,polkadot-new,553,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1215016216.2706158,1344495093.5757957,True,,14,,,,2023-08-12T18:46:00.000Z,5.028470177098494,62583523.47692429,-13.5691,-0.07076391,1.00672558,1.44454639,-8.81382769,9.485162,-6.07686896,6109672808.207845,0.5204,6760753481.3,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
4943,Dai,DAI,multi-collateral-dai,2494,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5333946097.506754,5333946097.506754,True,,15,,,,2023-08-12T18:46:00.000Z,0.9997278930785114,68076491.82644975,-18.3208,-0.01748559,0.01639093,-0.01329565,-0.02685103,0.02919286,0.00293362,5332494693.854775,0.4541,5332494693.85,,2023-08-12T18:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-08-13 00:17:38.926134
3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1315,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,162305.31768531,162305.31768531,False,,16,,,,2023-08-12T18:46:00.000Z,29423.10995715336,79252678.38697052,-33.0194,-0.10054294,0.28120079,1.33033888,-5.85237855,13.71515341,9.24983959,4775527208.885584,0.4067,4775527208.89,,2023-08-12T18:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-08-13 00:17:38.926134
11419,Toncoin,TON,toncoin,125,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,17,3414166606.0,4586644600.476616,,2023-08-12T18:46:00.000Z,1.3434155768544285,27501212.60017406,18.3557,0.27696297,5.92039296,12.91593029,-0.53706367,-11.08764443,-31.87168888,4610457288.592171,0.3927,6780968751.6,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
1831,Bitcoin Cash,BCH,bitcoin-cash,748,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19474393.75,19474393.75,False,,18,,,,2023-08-12T18:46:00.000Z,228.0401732674967,112726688.30094025,-44.4648,-0.10217366,-0.03900486,0.5782388,-18.68680364,115.57557582,98.36738852,4440944125.029455,0.3782,4788843638.62,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
5805,Avalanche,AVAX,avalanche,481,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,343824279.6081162,430543729.6081162,False,,19,,,,2023-08-12T18:46:00.000Z,12.429133851885556,67057948.95968234,-19.0451,-0.14132999,0.12666278,0.54647284,-11.11137259,6.08370606,-16.97939592,4273437992.777402,0.3639,8948976373.36,,2023-08-12T18:46:00.000Z,,,,,,2023-08-13 00:17:38.926134
1975,Chainlink,LINK,chainlink,1289,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'celsius-bankruptcy-estate']",1000000000.0,538099970.4527867,1000000000.0,False,,20,,,,2023-08-12T18:46:00.000Z,7.422452615052788,110950233.74060705,-21.9574,-0.03748529,0.02251404,3.33822821,8.76864831,41.81180868,13.46147525,3994021532.8471146,0.3401,7422452615.05,,2023-08-12T18:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-08-13 00:17:38.926134
1,Bitcoin,BTC,bitcoin,10386,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19455381.0,19455381.0,False,,1,,,,2023-08-12T18:56:00.000Z,29415.850054716986,6412183253.454844,-37.8435,-0.02416606,0.25826661,1.21354414,-5.91122169,13.6333694,9.32594221,572296570253.3898,48.7392,617732851149.06,,2023-08-12T18:56:00.000Z,,,,,,2023-08-13 00:27:40.914294
1027,Ethereum,ETH,ethereum,7228,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120147264.7768211,120147264.7768211,True,,2,,,,2023-08-12T18:56:00.000Z,1848.0751956504464,2412305627.995835,-27.1889,-0.0161362,0.27984086,0.633644,-6.92299618,6.11555562,2.64562239,222041179859.28964,18.9083,222041179859.29,,2023-08-12T18:56:00.000Z,,,,,,2023-08-13 00:27:40.914294
825,Tether USDt,USDT,tether,59314,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83410866925.61348,86684257831.22595,True,,3,,,,2023-08-12T18:55:00.000Z,0.9994299196217944,13651087177.157854,-17.3355,-0.01037511,0.06082319,0.04620966,-0.09382199,-0.0498029,-0.09224973,83363316027.05006,7.099,86634840836.74,,2023-08-12T18:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-08-13 00:27:40.914294
1839,BNB,BNB,bnb,1565,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153853055.1455394,153853055.1455394,False,,4,,,,2023-08-12T18:56:00.000Z,240.67522352121685,289647964.3083948,-24.54,0.02915345,0.78861545,-0.77311242,-5.02015021,0.96787347,-22.89208076,37028618436.5748,3.1532,37028618436.57,,2023-08-12T18:56:00.000Z,,,,,,2023-08-13 00:27:40.914294
52,XRP,XRP,xrp,1026,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52787284454.0,99988519823.0,False,,5,,,,2023-08-12T18:56:00.000Z,0.6295647503619833,511785195.63814664,-43.5758,0.00915514,-0.1096004,0.01895839,-19.51869313,22.07119112,47.85918374,33233013559.569515,2.8303,62956475036.2,,2023-08-12T18:56:00.000Z,,,,,,2023-08-13 00:27:40.914294
3408,USD Coin,USDC,usd-coin,13582,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26139012960.465454,26139012960.465454,False,,6,,,,2023-08-12T18:55:00.000Z,1.0000362003966496,1754096603.8572173,-29.1551,-0.00626371,-0.0018502,-0.00854207,-0.00580256,-0.00657252,0.0118104,26139959203.102654,2.226,26139959203.1,,2023-08-12T18:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-08-13 00:27:40.914294
74,Dogecoin,DOGE,dogecoin,765,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140562706383.70523,140562706383.70523,True,,7,,,,2023-08-12T18:56:00.000Z,0.0769082579001996,287551480.10090315,26.856,0.04960439,2.180248,0.96676907,11.19681696,25.48195557,7.14500665,10810432873.708035,0.9207,10810432873.71,,2023-08-12T18:56:00.000Z,,,,,,2023-08-13 00:27:40.914294
